GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.012459;0.036173;0.004634;0.000361;
0.004702;0.008067;0.002006;0.036817;
0.005710;0.008278;0.002036;0.044926;
0.002935;0.005751;0.002023;0.053233;
0.002978;0.007877;0.004291;0.059018;
0.002417;0.005056;0.002029;0.066927;
0.002432;0.004846;0.002024;0.072015;
0.002360;0.007202;0.004166;0.076889;
0.002432;0.004848;0.001998;0.084121;
0.002335;0.005389;0.002013;0.088998;
0.005303;0.007820;0.001971;0.094419;
0.002297;0.004962;0.001979;0.102285;
0.002318;0.004824;0.001995;0.107279;
0.004333;0.007206;0.002444;0.112222;
0.002369;0.005242;0.001989;0.119466;
0.002373;0.007825;0.004977;0.124738;
0.002343;0.005050;0.002033;0.132591;
0.002370;0.004808;0.002036;0.137673;
0.002296;0.007398;0.004637;0.142508;
0.002134;0.004735;0.002076;0.150085;
0.002132;0.004729;0.002115;0.155079;
0.002104;0.006817;0.004256;0.160065;
0.002427;0.005114;0.002075;0.166914;
0.002223;0.005415;0.002341;0.172057;
0.005233;0.007871;0.002044;0.177504;
0.002329;0.005207;0.002175;0.185412;
0.002317;0.005508;0.002544;0.190655;
0.004332;0.006893;0.002048;0.196197;
0.002984;0.005763;0.002127;0.203120;
0.002288;0.007176;0.004419;0.208920;
0.002372;0.004810;0.001992;0.216152;
0.002066;0.006684;0.004043;0.226094;
0.002457;0.004975;0.002078;0.232817;
0.002335;0.004884;0.002017;0.237820;
0.002359;0.006715;0.003902;0.242741;
0.002274;0.004828;0.002049;0.249496;
0.002452;0.004945;0.002007;0.254357;
0.002317;0.006809;0.004018;0.259332;
0.002331;0.004752;0.001967;0.266175;
0.002302;0.004683;0.001950;0.270964;
0.002311;0.006212;0.003505;0.275688;
0.002339;0.004803;0.001960;0.281933;
0.002362;0.004912;0.002088;0.286763;
0.002246;0.005859;0.003088;0.291711;
0.002461;0.005137;0.002137;0.297606;
0.002385;0.005637;0.002127;0.302773;
0.002361;0.006457;0.003520;0.308444;
0.002324;0.004824;0.002026;0.314948;
0.002348;0.004797;0.002045;0.319801;
0.002371;0.005893;0.002995;0.324637;
0.002376;0.005009;0.002066;0.330561;
0.002333;0.004689;0.001965;0.335599;
0.002373;0.005101;0.002004;0.340316;
0.002814;0.005378;0.002036;0.345447;
0.002320;0.004736;0.002030;0.350854;
0.002340;0.005139;0.002079;0.355619;
0.002931;0.005685;0.002115;0.360788;
0.002320;0.005026;0.002127;0.366501;
0.002349;0.004844;0.002000;0.371558;
0.002362;0.006413;0.003106;0.376432;
0.002396;0.005104;0.002123;0.382879;
0.002804;0.005430;0.002105;0.388053;
0.004469;0.006962;0.002051;0.393520;
0.002385;0.005069;0.002151;0.400510;
0.002378;0.004920;0.001994;0.405612;
0.003904;0.006330;0.002010;0.410562;
0.002343;0.004731;0.001980;0.416920;
0.002383;0.005089;0.002219;0.421679;
0.004400;0.006891;0.002056;0.426798;
0.002364;0.004838;0.002041;0.433718;
0.002406;0.004788;0.002018;0.438584;
0.003285;0.005830;0.002020;0.443400;
0.002282;0.004707;0.002027;0.449258;
0.002338;0.004714;0.002004;0.453992;
0.002344;0.005676;0.002941;0.458734;
0.002321;0.004812;0.002000;0.464437;
0.002330;0.004699;0.001984;0.469276;
0.002301;0.004668;0.001933;0.474003;
0.002939;0.005327;0.001990;0.478700;
0.002362;0.004935;0.002139;0.484064;
0.002410;0.004830;0.002005;0.489028;
0.003946;0.006415;0.001963;0.493885;
0.002323;0.004828;0.002019;0.500329;
0.002314;0.004658;0.001941;0.505190;
0.003354;0.005788;0.002019;0.509878;
0.002362;0.004922;0.002110;0.515694;
0.002374;0.005120;0.002228;0.520645;
0.002280;0.005818;0.003041;0.525802;
0.002457;0.005111;0.002036;0.531660;
0.002387;0.004906;0.001986;0.536804;
0.002288;0.006063;0.003356;0.541747;
0.002297;0.004801;0.002009;0.547845;
0.002328;0.004754;0.002001;0.552683;
0.002348;0.004757;0.001943;0.557469;
0.002892;0.005325;0.002019;0.562262;
0.002305;0.004735;0.001964;0.567628;
0.002436;0.004821;0.001983;0.572401;
0.003861;0.006338;0.002070;0.577318;
0.002379;0.004936;0.002149;0.583686;
0.002327;0.004856;0.002093;0.588650;
0.003335;0.005843;0.002007;0.593535;
0.002318;0.004779;0.002010;0.599414;
0.002330;0.004745;0.001987;0.604234;
0.002302;0.005730;0.002956;0.609019;
0.002373;0.004761;0.001960;0.614790;
0.002252;0.004660;0.002014;0.619592;
0.002353;0.004947;0.002030;0.624284;
0.002746;0.005337;0.002067;0.629264;
0.003243;0.005899;0.002089;0.634642;
0.002258;0.004716;0.001998;0.640572;
0.002921;0.005395;0.002079;0.645315;
0.002282;0.004767;0.001960;0.650739;
0.002318;0.004884;0.002102;0.655550;
0.003915;0.006439;0.002085;0.660462;
0.002390;0.004825;0.002006;0.666927;
0.002296;0.004729;0.001982;0.671789;
0.002314;0.005742;0.002965;0.676550;
0.002290;0.004686;0.002033;0.682319;
0.002408;0.004833;0.001999;0.687034;
0.002302;0.005751;0.002981;0.691894;
0.002351;0.004785;0.002010;0.697681;
0.002408;0.005260;0.002428;0.702500;
0.002314;0.004718;0.001956;0.707788;
0.002964;0.005358;0.001997;0.712533;
0.002297;0.004866;0.002097;0.717927;
0.002297;0.004898;0.001979;0.722835;
0.003837;0.006541;0.002096;0.727769;
0.002251;0.004744;0.002043;0.734362;
0.002311;0.004740;0.001976;0.739136;
0.003382;0.005876;0.002013;0.743933;
0.002263;0.004635;0.001956;0.749846;
0.002337;0.004761;0.002048;0.754514;
0.002284;0.005819;0.002981;0.759301;
0.002282;0.004801;0.002072;0.765148;
0.002298;0.004751;0.002066;0.769991;
0.002423;0.004828;0.002005;0.774775;
0.002927;0.005270;0.001980;0.779630;
0.002411;0.004809;0.002000;0.784927;
0.002319;0.004913;0.001969;0.789772;
0.003865;0.006533;0.002061;0.794723;
0.002195;0.004620;0.002011;0.801296;
0.002464;0.004915;0.002047;0.805948;
0.003921;0.006374;0.001953;0.810931;
0.002368;0.004806;0.002008;0.817333;
0.002283;0.004648;0.001959;0.822192;
0.003061;0.005514;0.002022;0.826876;
0.002284;0.004699;0.001978;0.832427;
0.002322;0.004773;0.002048;0.837167;
0.002278;0.005536;0.002771;0.841997;
0.002636;0.004999;0.001979;0.847565;
0.002434;0.004840;0.001989;0.852591;
0.002356;0.004919;0.001954;0.857459;
0.002736;0.005150;0.001974;0.862412;
0.002352;0.004770;0.001985;0.867590;
0.002274;0.004906;0.002098;0.872396;
0.003298;0.005667;0.001951;0.877343;
0.002293;0.004865;0.002039;0.883052;
0.002362;0.004818;0.002030;0.887953;
0.002268;0.005768;0.002957;0.892806;
0.002397;0.004781;0.001963;0.898607;
0.002400;0.005046;0.002128;0.903415;
0.002427;0.005167;0.002122;0.908494;
0.002768;0.005416;0.002038;0.913694;
0.002392;0.005032;0.002125;0.919166;
0.002326;0.005101;0.002027;0.924231;
0.002703;0.005312;0.002125;0.929364;
0.002380;0.004985;0.002072;0.934704;
0.002475;0.005136;0.002185;0.939724;
0.004002;0.006919;0.002132;0.944889;
0.002425;0.004929;0.002053;0.951845;
0.002321;0.004758;0.002044;0.956814;
0.003924;0.006743;0.002005;0.961605;
0.002198;0.004664;0.001966;0.968385;
0.002601;0.005234;0.002060;0.973091;
0.003908;0.006320;0.001975;0.978355;
0.002395;0.005112;0.002133;0.984724;
0.002316;0.004892;0.002071;0.989865;
0.003891;0.006327;0.001995;0.994786;
0.002471;0.005174;0.002096;1.001143;
0.002311;0.004795;0.002009;1.006348;
0.003140;0.005758;0.002100;1.011192;
0.002343;0.004812;0.002020;1.016995;
0.002300;0.004769;0.002027;1.021847;
0.002325;0.005937;0.003027;1.026657;
0.002471;0.005014;0.002042;1.032632;
0.002275;0.004656;0.001978;1.037683;
0.002348;0.004784;0.001962;1.042372;
0.002882;0.005433;0.002054;1.047207;
0.002328;0.004874;0.002089;1.052676;
0.002361;0.004901;0.001967;1.057578;
0.002722;0.005150;0.001955;1.062525;
0.002289;0.004711;0.002069;1.067712;
0.002386;0.005118;0.002021;1.072454;
0.003338;0.005731;0.002002;1.077613;
0.002338;0.004708;0.001965;1.083375;
0.002416;0.004859;0.001954;1.088112;
0.002347;0.005859;0.002984;1.093000;
0.002413;0.005086;0.002135;1.098889;
0.002312;0.004845;0.002053;1.104009;
0.002351;0.004806;0.002013;1.108883;
0.002942;0.005459;0.002016;1.113716;
0.002282;0.004693;0.001984;1.119225;
0.002260;0.004680;0.002006;1.123962;
0.002966;0.005333;0.001947;1.128675;
0.002385;0.004840;0.001994;1.134044;
0.002401;0.004974;0.002023;1.138924;
0.002319;0.005744;0.002954;1.143939;
0.002312;0.004717;0.001986;1.149723;
0.002400;0.004986;0.002022;1.154473;
0.002341;0.005543;0.002730;1.159486;
0.002316;0.004779;0.001987;1.165065;
0.002331;0.004824;0.002044;1.169887;
0.002330;0.004901;0.002067;1.174744;
0.002889;0.005290;0.001987;1.179673;
0.002529;0.005327;0.002126;1.184990;
0.002291;0.004748;0.002046;1.190347;
0.003885;0.006627;0.002160;1.195124;
0.002307;0.004835;0.002042;1.201781;
0.002428;0.005005;0.002055;1.206644;
0.003880;0.006400;0.002061;1.211682;
0.002329;0.004843;0.002044;1.218114;
0.002314;0.004775;0.002055;1.222986;
0.003321;0.005738;0.002015;1.227789;
0.002354;0.004815;0.002003;1.233554;
0.002429;0.005049;0.002053;1.238396;
0.002349;0.006180;0.003070;1.243475;
0.002223;0.004891;0.002039;1.249789;
0.002399;0.004836;0.002056;1.254709;
0.002425;0.006502;0.003463;1.259573;
0.002448;0.004891;0.001991;1.266116;
0.002290;0.005041;0.002338;1.271044;
0.002400;0.006064;0.003110;1.276123;
0.002371;0.004719;0.001972;1.282220;
0.002380;0.004908;0.002047;1.286966;
0.002371;0.005063;0.002110;1.291902;
0.004520;0.007105;0.002071;1.296996;
0.002406;0.004728;0.001949;1.304129;
0.002300;0.004914;0.001971;1.308885;
0.002812;0.005367;0.002082;1.313854;
0.002253;0.004668;0.002004;1.319250;
0.002358;0.005033;0.002006;1.323946;
0.003634;0.006271;0.001979;1.329010;
0.002278;0.004921;0.002101;1.335316;
0.002364;0.004974;0.002061;1.340269;
0.003962;0.006486;0.002026;1.345276;
0.002374;0.004985;0.002161;1.351792;
0.002410;0.004938;0.002049;1.356804;
0.003296;0.005910;0.002075;1.361781;
0.002527;0.005152;0.002146;1.367722;
0.002304;0.004838;0.002054;1.372903;
0.002357;0.006061;0.003076;1.377770;
0.002480;0.005021;0.002037;1.383866;
0.002525;0.004958;0.002043;1.388918;
0.002381;0.005904;0.003038;1.393923;
0.002426;0.005417;0.002151;1.399858;
0.002304;0.005018;0.002142;1.405319;
0.002347;0.005910;0.003013;1.410383;
0.002375;0.004968;0.002100;1.416324;
0.002464;0.005138;0.002193;1.421323;
0.002384;0.005982;0.003056;1.426489;
0.002401;0.004865;0.002016;1.432503;
0.002302;0.004625;0.001947;1.437397;
0.002403;0.004833;0.001941;1.442050;
0.002855;0.005280;0.001957;1.446918;
0.002308;0.004718;0.001996;1.452240;
0.002316;0.004638;0.001948;1.456999;
0.003368;0.006118;0.002083;1.461669;
0.002345;0.004795;0.001969;1.467816;
0.002262;0.004676;0.001978;1.472638;
0.002305;0.005701;0.002957;1.477341;
0.002342;0.004814;0.002049;1.483078;
0.002370;0.004957;0.002105;1.487927;
0.002350;0.004823;0.002029;1.492913;
0.002824;0.005257;0.001992;1.497772;
0.002394;0.004881;0.002027;1.503070;
0.002315;0.004799;0.002024;1.507983;
0.002888;0.005401;0.001963;1.512810;
0.002310;0.004784;0.001991;1.518244;
0.002303;0.004652;0.001965;1.523065;
0.002375;0.005834;0.002941;1.527750;
0.002329;0.004862;0.002040;1.533612;
0.002347;0.004872;0.002038;1.538502;
0.002436;0.006309;0.003106;1.543401;
0.002418;0.005153;0.002194;1.549744;
0.002470;0.005007;0.002060;1.554928;
