GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.015189;0.037837;0.001680;0.001315;
0.006470;0.009280;0.001622;0.040281;
0.002849;0.005322;0.001715;0.050295;
0.004459;0.006848;0.001659;0.055694;
0.001966;0.004236;0.001655;0.062731;
0.002236;0.004311;0.001644;0.066997;
0.002054;0.006550;0.003856;0.071447;
0.002218;0.004448;0.001667;0.078032;
0.002050;0.004335;0.001711;0.082545;
0.002217;0.004822;0.002070;0.086910;
0.003878;0.006080;0.001621;0.091797;
0.002261;0.004292;0.001606;0.097906;
0.002131;0.004438;0.001667;0.102284;
0.004816;0.007248;0.001959;0.106770;
0.001721;0.003799;0.001617;0.119415;
0.004924;0.007262;0.001763;0.123248;
0.002751;0.005038;0.001634;0.130657;
0.002246;0.004688;0.001585;0.135735;
0.004759;0.006880;0.001646;0.140502;
0.002123;0.004190;0.001602;0.147447;
0.002157;0.004697;0.001812;0.151666;
0.004453;0.006499;0.001577;0.156464;
0.002121;0.004212;0.001631;0.162996;
0.002037;0.004107;0.001679;0.167334;
0.002119;0.006318;0.003743;0.171477;
0.002122;0.004141;0.001607;0.177858;
0.002186;0.004726;0.001999;0.182026;
0.002141;0.004226;0.001653;0.186841;
0.004343;0.006547;0.001598;0.191096;
0.002699;0.004882;0.001645;0.197673;
0.002172;0.004242;0.001685;0.202582;
0.004974;0.007055;0.001604;0.206853;
0.002214;0.004253;0.001663;0.213939;
0.002217;0.004402;0.001607;0.218238;
0.002140;0.006801;0.004152;0.222672;
0.002091;0.004272;0.001654;0.229504;
0.002181;0.004188;0.001587;0.233804;
0.002110;0.005937;0.003382;0.238022;
0.002163;0.004271;0.001688;0.243987;
0.002277;0.004400;0.001602;0.248286;
0.002171;0.004214;0.001631;0.252714;
0.002908;0.005327;0.001965;0.256957;
0.002197;0.004335;0.001670;0.262313;
0.002172;0.004289;0.001658;0.266675;
0.002135;0.005696;0.003059;0.270994;
0.002182;0.004240;0.001611;0.276717;
0.002181;0.004292;0.001718;0.280985;
0.002187;0.004420;0.001609;0.285305;
0.003384;0.005369;0.001568;0.289755;
0.002149;0.004244;0.001641;0.295154;
