GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.017461;0.046297;0.007426;0.000396;
0.007056;0.015828;0.007615;0.047260;
0.007637;0.015987;0.007557;0.063130;
0.007179;0.015604;0.007403;0.079146;
0.006266;0.015083;0.008000;0.094782;
0.008613;0.016630;0.007321;0.109906;
0.008369;0.016320;0.007363;0.126566;
0.007636;0.015807;0.007454;0.143704;
0.006234;0.014237;0.007373;0.160748;
0.004688;0.014797;0.009446;0.175719;
0.005195;0.015477;0.009647;0.190552;
0.004974;0.015590;0.010001;0.206058;
0.005139;0.015299;0.009631;0.221678;
0.004765;0.014578;0.009350;0.242783;
0.004906;0.014672;0.009265;0.257394;
0.005044;0.014388;0.008893;0.272094;
0.005069;0.013066;0.007461;0.286518;
0.005531;0.013562;0.007334;0.299616;
0.005206;0.013067;0.007315;0.313220;
0.006556;0.014565;0.007455;0.326319;
0.004999;0.013751;0.008268;0.340922;
0.005144;0.013861;0.008222;0.354715;
0.004945;0.013012;0.007528;0.368618;
0.005732;0.013593;0.007369;0.381662;
0.005502;0.013373;0.007386;0.395283;
0.004939;0.014082;0.008649;0.408686;
0.004916;0.013583;0.008242;0.422804;
0.005053;0.013019;0.007572;0.436417;
0.005630;0.013908;0.007730;0.449466;
0.005492;0.013263;0.007343;0.463401;
0.006177;0.013963;0.007341;0.476692;
0.005081;0.014068;0.008478;0.490686;
0.004955;0.014206;0.008494;0.504795;
0.005010;0.013854;0.007504;0.519036;
0.004966;0.012765;0.007330;0.532924;
0.005623;0.014218;0.007788;0.545720;
0.005827;0.013651;0.007359;0.560072;
0.005142;0.014092;0.008316;0.573753;
0.005291;0.014411;0.008491;0.587874;
0.005065;0.013271;0.007554;0.602314;
0.006206;0.014650;0.007586;0.615615;
0.006636;0.014863;0.007426;0.630301;
0.005957;0.013934;0.007318;0.645199;
0.005021;0.013925;0.008300;0.659167;
0.005222;0.014132;0.008272;0.673125;
0.005119;0.012842;0.007225;0.687289;
0.005691;0.013711;0.007346;0.700159;
0.005223;0.012962;0.007317;0.713899;
0.006603;0.014744;0.007647;0.726890;
0.005203;0.013998;0.008256;0.741678;
0.004869;0.013792;0.008329;0.755716;
0.004891;0.012712;0.007277;0.769550;
0.005693;0.013580;0.007276;0.782408;
0.005349;0.013195;0.007411;0.796021;
0.005070;0.013797;0.008271;0.809245;
0.004964;0.013890;0.008366;0.823070;
0.005077;0.012972;0.007437;0.836996;
0.005475;0.013447;0.007356;0.850002;
0.005374;0.013219;0.007432;0.863480;
0.006630;0.014321;0.007251;0.876738;
0.005105;0.013933;0.008337;0.891089;
0.004907;0.013049;0.007541;0.905055;
0.005596;0.013389;0.007276;0.918134;
0.005383;0.013094;0.007201;0.931551;
0.005450;0.013359;0.007349;0.944677;
0.004904;0.013582;0.008209;0.958064;
0.005014;0.012819;0.007390;0.971677;
0.005553;0.013354;0.007287;0.984525;
0.005674;0.013659;0.007566;0.997930;
0.005820;0.013909;0.007616;1.011623;
0.005126;0.013957;0.008308;1.025564;
0.004933;0.013644;0.008251;1.039557;
0.004918;0.012796;0.007208;1.053235;
0.005487;0.013454;0.007346;1.066066;
0.005436;0.013190;0.007283;1.079554;
0.004965;0.013694;0.008216;1.092802;
0.005026;0.013977;0.008498;1.106539;
0.005016;0.013306;0.007611;1.120558;
0.005459;0.013303;0.007362;1.133903;
0.005662;0.013660;0.007447;1.147235;
0.006223;0.013989;0.007308;1.160924;
0.005011;0.013769;0.008253;1.174944;
0.005092;0.012895;0.007365;1.188754;
0.005822;0.013610;0.007317;1.201681;
0.005648;0.013556;0.007432;1.215320;
0.005611;0.013358;0.007337;1.228907;
0.004937;0.013752;0.008388;1.242308;
0.005107;0.014261;0.008736;1.256088;
0.005157;0.013124;0.007472;1.270377;
0.005447;0.013152;0.007236;1.283531;
0.005714;0.013573;0.007347;1.296719;
0.004913;0.013651;0.008271;1.310335;
0.005070;0.013770;0.008201;1.324019;
0.005142;0.013079;0.007375;1.337826;
0.005579;0.013483;0.007396;1.350933;
0.005602;0.013679;0.007460;1.364446;
0.006442;0.014236;0.007344;1.378157;
0.005125;0.014109;0.008337;1.392421;
0.004986;0.014110;0.008680;1.406558;
0.004918;0.012769;0.007405;1.420699;
0.005595;0.013448;0.007358;1.433498;
0.005583;0.013763;0.007656;1.446976;
0.005880;0.013671;0.007314;1.460776;
0.004933;0.013580;0.008195;1.474481;
0.005193;0.013009;0.007236;1.488088;
0.005498;0.013418;0.007297;1.501125;
0.005390;0.013527;0.007363;1.514574;
0.007473;0.015514;0.007612;1.528151;
0.004982;0.013818;0.008312;1.543706;
0.004980;0.013960;0.008408;1.557561;
0.005069;0.012852;0.007235;1.571577;
0.005377;0.013314;0.007385;1.584464;
0.005445;0.013358;0.007452;1.597832;
0.006109;0.014113;0.007424;1.611222;
0.005112;0.014037;0.008460;1.625363;
0.005000;0.012942;0.007389;1.639431;
0.005407;0.013512;0.007487;1.652409;
0.005438;0.013240;0.007234;1.665954;
0.005512;0.013526;0.007512;1.679226;
0.005127;0.013914;0.008319;1.692790;
0.005074;0.014133;0.008499;1.706745;
0.005080;0.013372;0.007792;1.720926;
0.005673;0.013542;0.007279;1.734330;
0.005582;0.013499;0.007420;1.747904;
0.006044;0.013873;0.007324;1.761439;
0.005090;0.013870;0.008260;1.775353;
0.005000;0.012916;0.007273;1.789255;
0.005510;0.013465;0.007466;1.802217;
0.005586;0.013503;0.007377;1.815719;
0.005567;0.013227;0.007227;1.829255;
0.004870;0.013648;0.008192;1.842512;
0.004942;0.012857;0.007344;1.856188;
0.005364;0.013386;0.007496;1.869075;
0.005689;0.013487;0.007307;1.882493;
0.005540;0.013340;0.007320;1.896006;
0.005052;0.013939;0.008357;1.909376;
0.004973;0.012844;0.007218;1.923351;
0.005431;0.013275;0.007416;1.936228;
0.005591;0.013679;0.007477;1.949532;
0.005404;0.013275;0.007442;1.963241;
0.004937;0.014018;0.008614;1.976546;
0.005216;0.014134;0.008447;1.990591;
0.004954;0.012669;0.007269;2.004757;
0.005596;0.013518;0.007381;2.017456;
0.005497;0.013373;0.007444;2.031002;
0.005019;0.014007;0.008377;2.044405;
0.004926;0.013890;0.008305;2.058448;
0.004983;0.012980;0.007282;2.072367;
0.005251;0.013114;0.007408;2.085379;
0.005538;0.013600;0.007632;2.098522;
0.005937;0.013516;0.007174;2.112151;
0.005162;0.013947;0.008332;2.125697;
0.005135;0.013107;0.007475;2.139675;
0.005587;0.013559;0.007389;2.152816;
0.005377;0.013219;0.007287;2.166412;
0.006647;0.014508;0.007315;2.179672;
0.004982;0.013754;0.008256;2.194218;
0.005010;0.014035;0.008625;2.208008;
0.005052;0.012846;0.007229;2.222075;
0.005562;0.013271;0.007263;2.234952;
0.005524;0.013398;0.007368;2.248253;
0.004961;0.013695;0.008269;2.261688;
0.004856;0.013725;0.008282;2.275423;
0.004988;0.013056;0.007472;2.289185;
0.005597;0.013551;0.007429;2.302273;
0.005462;0.013319;0.007351;2.315854;
0.006024;0.014044;0.007499;2.329201;
0.005170;0.013914;0.008261;2.343273;
0.005155;0.013076;0.007369;2.357214;
0.005503;0.013494;0.007421;2.370318;
0.005485;0.013215;0.007256;2.383850;
0.005498;0.013444;0.007441;2.397098;
0.005037;0.014021;0.008407;2.410571;
0.005117;0.012859;0.007267;2.424628;
0.005576;0.013658;0.007427;2.437522;
0.005308;0.013090;0.007340;2.451235;
0.005557;0.013268;0.007312;2.464355;
0.004951;0.013746;0.008262;2.477652;
0.004930;0.012811;0.007280;2.491434;
0.005717;0.013598;0.007385;2.504278;
0.005602;0.013721;0.007598;2.517920;
0.005605;0.013417;0.007357;2.531668;
0.005075;0.013760;0.008230;2.545115;
0.005037;0.014031;0.008455;2.558906;
0.004860;0.012534;0.007240;2.573049;
0.005633;0.013559;0.007350;2.585642;
0.005282;0.013244;0.007451;2.599231;
0.005021;0.013808;0.008244;2.612511;
0.005063;0.013949;0.008214;2.626354;
0.005198;0.013181;0.007451;2.640334;
0.005352;0.013106;0.007277;2.653568;
