GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.016894;0.043713;0.004710;0.000197;
0.004598;0.010255;0.004669;0.044739;
0.006430;0.011996;0.004758;0.055038;
0.004217;0.012491;0.007441;0.067075;
0.003504;0.009421;0.005069;0.079597;
0.005453;0.010907;0.004773;0.089051;
0.003453;0.011467;0.007368;0.099996;
0.003613;0.008765;0.004671;0.111510;
0.005670;0.011103;0.004797;0.120304;
0.003589;0.008972;0.004669;0.131436;
0.005564;0.010739;0.004662;0.140438;
0.003186;0.010547;0.006934;0.151504;
0.003189;0.008546;0.004637;0.162509;
0.004673;0.009835;0.004727;0.171557;
0.003404;0.008643;0.004662;0.181437;
0.005154;0.010442;0.004666;0.190112;
0.003344;0.011174;0.007303;0.200640;
0.003434;0.008699;0.004676;0.211852;
0.005883;0.010933;0.004618;0.220583;
0.003487;0.008632;0.004655;0.237553;
0.003456;0.008634;0.004635;0.246241;
0.004853;0.010108;0.004784;0.254902;
0.003409;0.008500;0.004649;0.265046;
0.005037;0.010340;0.004764;0.273585;
0.003442;0.010020;0.006117;0.283977;
0.003418;0.008949;0.004910;0.294024;
0.003532;0.009042;0.005073;0.303089;
0.003468;0.008759;0.004646;0.312167;
0.004544;0.009862;0.004730;0.320953;
0.003406;0.008729;0.004800;0.330878;
0.003975;0.009028;0.004622;0.339652;
0.003424;0.009645;0.005775;0.348709;
0.003432;0.008628;0.004717;0.358384;
0.003468;0.009886;0.005889;0.367043;
0.003532;0.008721;0.004725;0.376966;
0.004502;0.009631;0.004653;0.385719;
0.003546;0.008753;0.004728;0.395386;
0.004259;0.009552;0.004713;0.404172;
0.003462;0.008600;0.004657;0.413755;
0.004049;0.009272;0.004695;0.422383;
0.003390;0.008476;0.004657;0.431692;
0.003979;0.009236;0.004776;0.440209;
0.003412;0.009547;0.005610;0.449498;
0.003419;0.009314;0.005461;0.459080;
0.004953;0.010301;0.004801;0.468423;
0.003414;0.008842;0.004676;0.478753;
0.003822;0.009106;0.004742;0.487625;
0.003397;0.008543;0.004632;0.496760;
0.004137;0.009184;0.004655;0.505331;
0.003431;0.008881;0.004690;0.514556;
0.003756;0.008919;0.004605;0.523468;
0.003403;0.010400;0.006204;0.532417;
0.003371;0.008538;0.004690;0.542853;
0.003453;0.010201;0.006135;0.551419;
0.003400;0.008729;0.004746;0.561654;
0.004948;0.010083;0.004661;0.570412;
0.003513;0.008573;0.004616;0.580524;
0.004674;0.009922;0.004709;0.589126;
0.003421;0.008682;0.004694;0.599078;
0.003930;0.009194;0.004818;0.607787;
0.003442;0.009634;0.005746;0.617010;
0.003436;0.008596;0.004644;0.626677;
0.004518;0.009641;0.004622;0.635301;
0.003420;0.008464;0.004615;0.644970;
0.004010;0.009444;0.004945;0.653468;
