GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.013263;0.036956;0.003601;0.000190;
0.007327;0.011754;0.003350;0.037288;
0.004031;0.010901;0.006078;0.049080;
0.003561;0.007778;0.003333;0.060022;
0.004966;0.009994;0.003925;0.067834;
0.002696;0.007067;0.003514;0.077874;
0.002878;0.009533;0.005819;0.084976;
0.002738;0.006796;0.003377;0.094544;
0.002851;0.009379;0.005756;0.101369;
0.002899;0.006633;0.003275;0.110790;
0.002751;0.009493;0.005680;0.117460;
0.003637;0.007674;0.003408;0.127010;
0.002836;0.009423;0.006127;0.134718;
0.002576;0.006321;0.003268;0.144494;
0.002314;0.008887;0.006135;0.151542;
0.002424;0.006175;0.003289;0.161488;
0.005240;0.009215;0.003359;0.167694;
0.002944;0.006884;0.003468;0.176958;
0.002823;0.009002;0.005660;0.183873;
0.003130;0.006856;0.003302;0.192903;
0.002755;0.006514;0.003291;0.199789;
0.004798;0.008617;0.003405;0.206330;
0.002823;0.006699;0.003392;0.214975;
0.002347;0.006286;0.003366;0.226522;
0.002816;0.008513;0.005243;0.232846;
0.002828;0.006647;0.003339;0.241391;
0.002815;0.007294;0.003861;0.248074;
0.004227;0.008246;0.003404;0.255400;
0.002767;0.006583;0.003330;0.263680;
0.004305;0.008029;0.003268;0.270291;
0.002918;0.006676;0.003347;0.278357;
0.002748;0.008015;0.004786;0.285066;
0.002773;0.006685;0.003459;0.293118;
0.002814;0.007688;0.004389;0.299835;
0.002772;0.006460;0.003306;0.307560;
0.002762;0.006649;0.003457;0.314066;
0.003477;0.007275;0.003380;0.320748;
0.002853;0.006593;0.003285;0.328051;
0.002801;0.007771;0.004350;0.334672;
0.002774;0.006763;0.003391;0.342475;
0.002959;0.006896;0.003387;0.349268;
0.003253;0.007163;0.003394;0.356198;
0.002787;0.006617;0.003325;0.363392;
0.003187;0.007180;0.003459;0.370038;
0.002953;0.006743;0.003351;0.377245;
0.002743;0.007585;0.004342;0.384024;
0.002876;0.006883;0.003448;0.391641;
0.002769;0.006939;0.003377;0.398579;
0.003327;0.007463;0.003701;0.405552;
0.002759;0.006960;0.003288;0.413077;
0.003352;0.007155;0.003306;0.420072;
0.002816;0.006721;0.003301;0.427256;
0.002858;0.007820;0.004454;0.434007;
0.002775;0.006680;0.003329;0.441855;
0.002870;0.006937;0.003309;0.448565;
0.003119;0.007182;0.003430;0.455533;
0.002697;0.006981;0.003472;0.462746;
0.003256;0.007476;0.003425;0.469758;
0.002819;0.006569;0.003306;0.477273;
0.002756;0.006520;0.003324;0.483870;
0.003602;0.007688;0.003676;0.490418;
0.002805;0.006706;0.003332;0.498134;
0.004321;0.008336;0.003487;0.504869;
0.002795;0.006626;0.003290;0.513234;
0.004537;0.008374;0.003396;0.519895;
0.002811;0.006664;0.003306;0.528297;
0.002780;0.007476;0.004266;0.534990;
0.002830;0.006652;0.003378;0.542504;
0.002854;0.006646;0.003319;0.549190;
0.003456;0.007390;0.003427;0.555864;
0.002841;0.006636;0.003341;0.563287;
0.003977;0.007829;0.003310;0.569952;
0.002746;0.006531;0.003387;0.577808;
0.002759;0.007617;0.004309;0.584368;
0.002821;0.006620;0.003350;0.592013;
0.002734;0.006528;0.003417;0.598664;
0.003464;0.007484;0.003464;0.605219;
0.002752;0.006649;0.003405;0.612732;
0.003507;0.007207;0.003274;0.619417;
0.002741;0.006694;0.003368;0.626658;
0.002740;0.006530;0.003271;0.633378;
0.003306;0.007172;0.003310;0.639937;
0.002884;0.006672;0.003361;0.647137;
0.003824;0.007580;0.003312;0.653837;
0.002839;0.006725;0.003374;0.661453;
0.002813;0.007708;0.004208;0.668214;
0.002841;0.006670;0.003346;0.675951;
0.002739;0.006770;0.003386;0.682666;
0.003262;0.007170;0.003338;0.689470;
0.002720;0.006528;0.003374;0.696669;
0.004429;0.008407;0.003462;0.703231;
0.002739;0.006696;0.003433;0.711667;
0.002828;0.007525;0.004254;0.718393;
0.002809;0.006662;0.003279;0.725946;
0.002761;0.006639;0.003374;0.732643;
0.003430;0.007330;0.003317;0.739313;
0.002683;0.006526;0.003375;0.746684;
0.004303;0.008361;0.003351;0.753253;
0.002761;0.006566;0.003330;0.761659;
0.002748;0.007508;0.004281;0.768262;
0.002812;0.006592;0.003329;0.775811;
0.002780;0.006621;0.003430;0.782444;
0.003501;0.007519;0.003458;0.789097;
0.002692;0.006475;0.003301;0.796650;
0.004354;0.008079;0.003364;0.803162;
0.002763;0.006615;0.003287;0.811272;
0.002804;0.007257;0.003996;0.817919;
0.002674;0.006613;0.003426;0.825213;
0.003844;0.007658;0.003333;0.831871;
0.003361;0.007126;0.003297;0.839567;
0.002732;0.006610;0.003420;0.846721;
0.002749;0.007443;0.004276;0.853359;
0.002788;0.006472;0.003256;0.860848;
0.002714;0.006531;0.003285;0.867355;
0.003269;0.007210;0.003489;0.873920;
0.002760;0.006549;0.003261;0.881167;
0.004232;0.008031;0.003316;0.887774;
0.002793;0.006555;0.003355;0.895851;
0.002809;0.007684;0.004285;0.902433;
0.002689;0.006388;0.003263;0.910153;
0.002731;0.006598;0.003374;0.916582;
0.003167;0.007386;0.003772;0.923323;
0.002778;0.006508;0.003308;0.930737;
0.004420;0.008173;0.003337;0.937276;
0.002769;0.006623;0.003412;0.945477;
0.002779;0.007563;0.004270;0.952136;
0.002735;0.006486;0.003306;0.959739;
0.002765;0.006504;0.003277;0.966285;
0.003320;0.006991;0.003259;0.972823;
0.002887;0.006672;0.003338;0.979841;
0.002743;0.007506;0.004288;0.986554;
0.002791;0.006626;0.003386;0.994099;
0.002761;0.006481;0.003259;1.000754;
0.003337;0.007366;0.003517;1.007262;
0.002713;0.006596;0.003425;1.014668;
0.004460;0.008357;0.003303;1.021292;
0.002750;0.006610;0.003389;1.029680;
0.002829;0.007615;0.004255;1.036318;
0.002770;0.006484;0.003267;1.043961;
0.002774;0.006543;0.003343;1.050481;
0.003394;0.007321;0.003419;1.057056;
0.002871;0.006608;0.003338;1.064404;
0.003779;0.009263;0.004955;1.071042;
0.002809;0.006569;0.003300;1.080333;
0.002759;0.007115;0.003961;1.086930;
0.002817;0.006506;0.003295;1.094073;
0.002805;0.006881;0.003287;1.100607;
0.003018;0.006904;0.003375;1.107546;
0.002716;0.006543;0.003373;1.114519;
0.002756;0.007561;0.004293;1.121111;
0.002758;0.006527;0.003339;1.128715;
0.002803;0.006573;0.003310;1.135275;
