GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.012932;0.035176;0.001432;0.000279;
0.006391;0.008996;0.001349;0.036347;
0.003130;0.005089;0.001386;0.045389;
0.003086;0.007617;0.003702;0.050518;
0.002021;0.004065;0.001413;0.058165;
0.001977;0.003745;0.001301;0.062259;
0.002575;0.004578;0.001446;0.066031;
0.004051;0.006029;0.001352;0.070662;
0.002023;0.003928;0.001329;0.076720;
0.002005;0.003878;0.001423;0.080680;
0.002371;0.006385;0.003605;0.084593;
0.001961;0.004054;0.001290;0.091009;
0.001950;0.003668;0.001273;0.095092;
0.001882;0.004068;0.001668;0.098796;
0.004845;0.006794;0.001403;0.102897;
0.001917;0.003625;0.001300;0.109727;
0.001967;0.003668;0.001296;0.113379;
0.001890;0.003998;0.001303;0.117074;
0.003953;0.005694;0.001282;0.121106;
0.001955;0.003918;0.001299;0.126836;
0.001976;0.003702;0.001329;0.130787;
0.001920;0.006695;0.004307;0.134517;
0.001682;0.003467;0.001352;0.141546;
0.001503;0.003417;0.001338;0.145555;
0.001489;0.003557;0.001666;0.149585;
0.005598;0.007453;0.001305;0.153175;
0.001979;0.003669;0.001278;0.160657;
0.001977;0.003741;0.001289;0.164354;
0.001941;0.006815;0.004410;0.168122;
0.001900;0.003669;0.001296;0.174967;
0.001974;0.003699;0.001347;0.178682;
0.001944;0.003763;0.001332;0.182411;
0.004709;0.006470;0.001286;0.186203;
0.001975;0.003711;0.001299;0.192701;
0.001968;0.003695;0.001321;0.196440;
0.001696;0.003583;0.001373;0.205557;
0.001969;0.003729;0.001291;0.209179;
0.001924;0.003685;0.001292;0.212940;
0.001918;0.003705;0.001351;0.216673;
0.003629;0.005461;0.001352;0.220410;
0.001953;0.003699;0.001308;0.225899;
0.001958;0.003687;0.001279;0.229638;
0.001950;0.003655;0.001286;0.233354;
0.003525;0.005298;0.001312;0.237036;
0.001975;0.003694;0.001291;0.242361;
0.001967;0.003708;0.001302;0.246082;
0.001991;0.004073;0.001304;0.249817;
0.003043;0.005081;0.001456;0.253930;
0.001944;0.003868;0.001303;0.259044;
0.001959;0.004471;0.001358;0.262959;
0.001950;0.006062;0.003696;0.267463;
0.002019;0.003906;0.001323;0.273554;
0.002024;0.003774;0.001307;0.277490;
0.001958;0.003689;0.001323;0.281294;
0.001990;0.005301;0.002888;0.285010;
0.001904;0.003817;0.001340;0.290341;
0.002014;0.003829;0.001365;0.294187;
0.003788;0.005738;0.001377;0.298045;
0.002639;0.004349;0.001328;0.303813;
0.001986;0.003777;0.001235;0.308191;
0.001908;0.004015;0.001362;0.312018;
0.001975;0.004003;0.001303;0.316067;
0.002354;0.004019;0.001278;0.320104;
0.001949;0.003962;0.001324;0.324151;
0.001992;0.003853;0.001342;0.328146;
0.001892;0.004249;0.001282;0.332029;
0.002797;0.004993;0.001500;0.336309;
0.001900;0.003629;0.001276;0.341333;
0.002017;0.003656;0.001259;0.344991;
0.001922;0.003705;0.001350;0.348675;
0.005352;0.007125;0.001308;0.352409;
0.001960;0.003758;0.001399;0.359564;
0.002001;0.003687;0.001317;0.363350;
0.001932;0.004116;0.001709;0.367064;
0.003146;0.004897;0.001326;0.371208;
0.001953;0.003817;0.001336;0.376132;
0.001918;0.003536;0.001271;0.379979;
0.001956;0.003852;0.001338;0.383545;
0.002736;0.004426;0.001234;0.387426;
0.001908;0.003693;0.001315;0.391883;
0.001979;0.003658;0.001305;0.395607;
0.001924;0.003918;0.001304;0.399297;
0.002458;0.004102;0.001259;0.403247;
0.001920;0.003612;0.001288;0.407376;
0.001998;0.003611;0.001272;0.411015;
0.001937;0.003593;0.001284;0.414653;
0.002692;0.004505;0.001297;0.418272;
0.001863;0.003504;0.001251;0.422810;
0.001943;0.003555;0.001235;0.426341;
0.001959;0.003648;0.001298;0.429922;
0.001957;0.003723;0.001308;0.433598;
0.002477;0.004098;0.001243;0.437352;
0.001958;0.003614;0.001305;0.441477;
0.001936;0.003627;0.001303;0.445118;
0.001998;0.003543;0.001233;0.448772;
0.003513;0.005247;0.001302;0.452342;
0.001968;0.003624;0.001300;0.457622;
0.001949;0.003602;0.001243;0.461274;
0.002027;0.004032;0.001419;0.464904;
0.003498;0.005466;0.001415;0.468964;
0.002032;0.003762;0.001331;0.474460;
0.001975;0.003992;0.001356;0.478249;
0.001926;0.003773;0.001399;0.482269;
0.003582;0.005366;0.001306;0.486069;
0.001971;0.003751;0.001361;0.491464;
0.001990;0.003720;0.001301;0.495242;
0.001962;0.003829;0.001352;0.498989;
0.003416;0.005317;0.001390;0.502846;
0.002904;0.004866;0.001494;0.508207;
0.002136;0.004276;0.001538;0.513115;
0.001932;0.004435;0.001926;0.517419;
0.002116;0.003900;0.001339;0.521882;
0.001989;0.003700;0.001307;0.525826;
0.001930;0.003685;0.001353;0.529553;
0.001944;0.003777;0.001349;0.533265;
0.002472;0.004225;0.001336;0.537069;
0.001934;0.003800;0.001415;0.541321;
0.001920;0.003744;0.001343;0.545150;
0.001938;0.003677;0.001323;0.548923;
0.003480;0.005238;0.001336;0.552628;
0.001969;0.003697;0.001287;0.557893;
0.001862;0.004025;0.001736;0.561622;
0.001978;0.003709;0.001293;0.565686;
0.003443;0.005178;0.001294;0.569426;
0.001991;0.003824;0.001326;0.574632;
0.002014;0.003794;0.001339;0.578486;
0.001923;0.003749;0.001372;0.582308;
0.003379;0.005890;0.001867;0.586155;
0.001964;0.003616;0.001250;0.592075;
0.001963;0.003582;0.001245;0.595719;
0.002138;0.004046;0.001354;0.599329;
0.002554;0.004430;0.001277;0.603403;
0.001887;0.003815;0.001361;0.607867;
0.001978;0.003858;0.001371;0.611723;
0.001931;0.004092;0.001413;0.615616;
0.002936;0.004803;0.001397;0.619742;
0.001978;0.003774;0.001355;0.624575;
0.002052;0.003806;0.001340;0.628377;
0.001947;0.003702;0.001279;0.632210;
0.003557;0.005302;0.001336;0.635939;
0.001965;0.003711;0.001311;0.641269;
0.002004;0.003771;0.001340;0.645008;
0.001923;0.003693;0.001319;0.648810;
0.003161;0.004831;0.001288;0.652530;
0.001906;0.004039;0.001478;0.657390;
0.002007;0.003702;0.001308;0.661458;
0.001920;0.003889;0.001289;0.665187;
0.002943;0.004732;0.001322;0.669106;
0.001958;0.003654;0.001332;0.673866;
0.002128;0.003812;0.001307;0.677550;
0.001902;0.003592;0.001261;0.681388;
0.002015;0.004677;0.002198;0.685007;
0.001896;0.003548;0.001255;0.689712;
0.002000;0.003682;0.001300;0.693287;
0.001993;0.003856;0.001303;0.696997;
0.001894;0.003575;0.001285;0.700881;
0.002529;0.004342;0.001248;0.704485;
0.001881;0.003670;0.001335;0.708855;
0.001922;0.003634;0.001340;0.712556;
0.002025;0.003903;0.001329;0.716218;
0.002991;0.004741;0.001260;0.720149;
0.002047;0.003657;0.001236;0.724917;
0.001915;0.003596;0.001288;0.728610;
0.002009;0.003653;0.001248;0.732235;
0.003023;0.004679;0.001273;0.735916;
0.001926;0.003568;0.001313;0.740628;
0.001941;0.003668;0.001231;0.744236;
0.001952;0.003644;0.001296;0.747935;
0.001924;0.004537;0.002204;0.751606;
0.002003;0.003610;0.001255;0.756171;
0.002003;0.003659;0.001262;0.759808;
0.002012;0.003616;0.001259;0.763494;
0.002045;0.003942;0.001376;0.767137;
0.002470;0.004082;0.001267;0.771108;
0.001950;0.003842;0.001408;0.775218;
0.001974;0.003732;0.001311;0.779104;
0.001893;0.003528;0.001277;0.782865;
0.003061;0.004763;0.001282;0.786420;
0.002006;0.004049;0.001329;0.791210;
0.001949;0.003742;0.001384;0.795288;
0.001920;0.003658;0.001304;0.799058;
0.002954;0.004667;0.001316;0.802744;
0.001957;0.003746;0.001328;0.807438;
0.001960;0.003780;0.001344;0.811212;
0.001920;0.003587;0.001270;0.815022;
0.001888;0.004460;0.002245;0.818641;
0.002021;0.003857;0.001329;0.823147;
0.001953;0.003697;0.001299;0.827036;
0.001932;0.003558;0.001255;0.830761;
0.001951;0.003684;0.001272;0.834346;
0.002435;0.004210;0.001370;0.838072;
0.001968;0.003799;0.001264;0.842312;
0.001896;0.003653;0.001322;0.846143;
0.002004;0.003658;0.001253;0.849825;
0.003593;0.005362;0.001305;0.853511;
0.002023;0.003775;0.001320;0.858903;
0.001912;0.003644;0.001313;0.862705;
0.001987;0.003725;0.001340;0.866377;
0.003528;0.005275;0.001328;0.870129;
0.001961;0.003619;0.001296;0.875431;
0.001924;0.003654;0.001287;0.879077;
0.001993;0.003599;0.001272;0.882759;
0.003488;0.005149;0.001292;0.886386;
0.002016;0.003938;0.001496;0.891564;
0.001941;0.003617;0.001307;0.895530;
0.002033;0.004133;0.001377;0.899174;
0.003532;0.005272;0.001271;0.903339;
0.002170;0.004206;0.001368;0.908645;
0.001904;0.003654;0.001280;0.912882;
0.001937;0.003674;0.001334;0.916574;
0.003529;0.005283;0.001322;0.920276;
