GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.014009;0.038660;0.001239;0.000361;
0.006508;0.009027;0.001227;0.039250;
0.003176;0.005230;0.001203;0.048386;
0.002772;0.007215;0.003875;0.053661;
0.001912;0.003786;0.001278;0.060949;
0.001962;0.003569;0.001187;0.064764;
0.001867;0.004008;0.001589;0.068387;
0.001973;0.005570;0.003166;0.072424;
0.001976;0.003751;0.001211;0.078057;
0.001970;0.003521;0.001166;0.081837;
0.001921;0.003438;0.001146;0.085384;
0.001928;0.006152;0.003580;0.088880;
0.001968;0.003736;0.001284;0.095066;
0.001869;0.003686;0.001241;0.098867;
0.002056;0.003753;0.001225;0.102580;
0.004537;0.006546;0.001582;0.106371;
0.001870;0.003640;0.001215;0.112980;
0.002569;0.004365;0.001243;0.116674;
0.002045;0.004371;0.001694;0.121084;
0.003840;0.005480;0.001194;0.125487;
0.001868;0.003769;0.001325;0.131026;
0.001997;0.003549;0.001165;0.134825;
0.001947;0.005623;0.003119;0.138435;
0.001642;0.003373;0.001215;0.144252;
0.001473;0.003165;0.001208;0.148430;
0.001643;0.003388;0.001291;0.152229;
0.001907;0.005979;0.003654;0.155686;
0.001904;0.003580;0.001196;0.161694;
0.001825;0.003894;0.001669;0.165386;
0.001937;0.003741;0.001337;0.169317;
0.002122;0.006025;0.003469;0.173089;
0.001922;0.003554;0.001203;0.179175;
0.001936;0.003682;0.001306;0.182759;
0.001922;0.003502;0.001196;0.186512;
0.004146;0.006179;0.001557;0.190043;
0.001902;0.004028;0.001363;0.196352;
0.001832;0.003666;0.001368;0.200413;
0.001923;0.003942;0.001331;0.204148;
0.004069;0.005826;0.001282;0.208151;
0.001924;0.003713;0.001295;0.214033;
0.001509;0.005345;0.003342;0.223304;
0.001959;0.003592;0.001206;0.228722;
0.001943;0.003599;0.001210;0.232343;
0.001878;0.003664;0.001280;0.236009;
0.003009;0.004728;0.001247;0.239702;
0.001894;0.003682;0.001271;0.244491;
0.002009;0.003684;0.001295;0.248210;
0.001930;0.003598;0.001219;0.251921;
0.003013;0.004732;0.001259;0.255576;
0.001921;0.003565;0.001211;0.260337;
0.001963;0.003625;0.001211;0.263963;
0.001914;0.003607;0.001267;0.267616;
0.001953;0.004637;0.002238;0.271250;
0.001927;0.003749;0.001265;0.275949;
0.001942;0.003704;0.001319;0.279729;
0.001940;0.003570;0.001197;0.283493;
