GerstnerCUDAH;Interval;GerstnerCUDAN;Time;
0.012584;0.040066;0.005688;0.000293;
0.006223;0.015958;0.008516;0.040824;
0.004781;0.011072;0.005380;0.056826;
0.006244;0.012501;0.005440;0.067927;
0.007231;0.013777;0.005821;0.080456;
0.004255;0.013050;0.008086;0.094261;
0.003799;0.010027;0.005389;0.107354;
0.005792;0.011930;0.005452;0.117412;
0.003717;0.012097;0.007679;0.129373;
0.003856;0.010314;0.005883;0.141500;
0.005431;0.011407;0.005315;0.152289;
0.006253;0.012060;0.005282;0.164229;
0.003504;0.012230;0.008120;0.177247;
0.003721;0.009800;0.005487;0.189510;
0.005643;0.011428;0.005377;0.199338;
0.003740;0.011921;0.007695;0.210794;
0.003756;0.009680;0.005360;0.222746;
0.005210;0.011119;0.005374;0.232469;
0.003701;0.009593;0.005386;0.249263;
0.003796;0.009711;0.005358;0.258899;
0.005078;0.011067;0.005469;0.268639;
0.004868;0.010770;0.005380;0.279735;
0.003797;0.009547;0.005311;0.290533;
0.004447;0.010301;0.005372;0.300124;
0.003777;0.010501;0.006267;0.310453;
0.003807;0.009564;0.005288;0.320981;
0.004343;0.010602;0.005834;0.330575;
0.003834;0.009790;0.005418;0.341215;
0.004916;0.010738;0.005350;0.351033;
0.003835;0.010660;0.006251;0.361799;
0.003705;0.009405;0.005306;0.372490;
0.004421;0.010386;0.005439;0.381925;
0.003840;0.011239;0.006875;0.392349;
0.003854;0.009799;0.005407;0.403618;
0.005343;0.011117;0.005301;0.413447;
0.003762;0.009585;0.005330;0.424594;
0.004602;0.010442;0.005394;0.434217;
0.003770;0.010512;0.006250;0.444693;
0.003793;0.009570;0.005386;0.455241;
0.004403;0.010375;0.005484;0.464839;
0.003785;0.009833;0.005420;0.475253;
0.004155;0.010070;0.005321;0.485116;
0.003912;0.011199;0.006736;0.495217;
0.003722;0.009752;0.005454;0.506445;
0.004273;0.010053;0.005315;0.516234;
0.003728;0.012146;0.007626;0.526317;
0.003741;0.010137;0.005475;0.538496;
0.003868;0.010023;0.005481;0.548667;
0.003803;0.009774;0.005318;0.558722;
0.004164;0.010597;0.005439;0.568561;
0.004907;0.010789;0.005371;0.579191;
0.003809;0.009724;0.005412;0.590008;
0.006180;0.011976;0.005301;0.599761;
0.003750;0.011884;0.007205;0.611766;
0.003806;0.009802;0.005340;0.623679;
0.004251;0.010224;0.005390;0.633513;
0.003836;0.010709;0.006386;0.643765;
0.003684;0.009671;0.005355;0.654505;
0.004113;0.010243;0.005513;0.664206;
0.003717;0.009771;0.005404;0.674478;
0.004189;0.010207;0.005428;0.684279;
0.003735;0.010597;0.006296;0.694514;
0.003788;0.009674;0.005350;0.705139;
0.004294;0.010161;0.005357;0.714841;
0.003801;0.009765;0.005415;0.725034;
0.004289;0.010136;0.005361;0.734830;
0.003799;0.010564;0.006302;0.744995;
0.003793;0.009514;0.005274;0.755586;
0.004393;0.010259;0.005408;0.765128;
0.003780;0.009757;0.005388;0.775418;
0.004306;0.010343;0.005493;0.785205;
0.003784;0.010650;0.006315;0.795576;
0.003777;0.009706;0.005436;0.806258;
0.004260;0.010123;0.005351;0.815993;
0.003855;0.009883;0.005390;0.826144;
0.004125;0.009951;0.005334;0.836055;
0.003859;0.010624;0.006250;0.846033;
0.003764;0.009671;0.005426;0.856685;
0.004343;0.010358;0.005374;0.866396;
0.003708;0.010689;0.006484;0.876785;
0.003791;0.009609;0.005341;0.887504;
0.005394;0.011380;0.005419;0.897141;
0.003719;0.009470;0.005307;0.908579;
0.004325;0.010173;0.005318;0.918086;
0.003800;0.010550;0.006321;0.928296;
0.003758;0.009597;0.005375;0.938881;
0.004465;0.010383;0.005448;0.948510;
0.003734;0.009836;0.005432;0.958920;
0.004179;0.009959;0.005345;0.968786;
0.003742;0.010655;0.006259;0.978772;
0.003664;0.009461;0.005320;0.989456;
0.004386;0.010246;0.005403;0.998948;
0.003758;0.009525;0.005361;1.009223;
0.004388;0.010304;0.005437;1.018777;
0.003834;0.010563;0.006294;1.029111;
0.003788;0.009632;0.005366;1.039702;
0.004336;0.010112;0.005338;1.049379;
0.003745;0.009634;0.005324;1.059520;
0.004269;0.010099;0.005376;1.069182;
0.003746;0.010559;0.006361;1.079308;
0.003811;0.009797;0.005392;1.089895;
0.004140;0.009948;0.005337;1.099721;
0.003796;0.009576;0.005345;1.109698;
0.004329;0.010234;0.005371;1.119307;
0.003853;0.010603;0.006249;1.129572;
0.003832;0.009692;0.005364;1.140203;
0.004394;0.010186;0.005323;1.149924;
0.003758;0.009677;0.005352;1.160137;
0.004809;0.010734;0.005394;1.169862;
0.004763;0.010655;0.005365;1.180635;
0.003739;0.009630;0.005362;1.191344;
0.004223;0.010070;0.005369;1.201006;
0.003734;0.010517;0.006295;1.211121;
0.003845;0.009665;0.005344;1.221666;
0.005407;0.011268;0.005336;1.231368;
0.003776;0.009489;0.005318;1.242686;
0.004395;0.010254;0.005343;1.252220;
0.003648;0.010341;0.006264;1.262502;
0.003796;0.009651;0.005279;1.272874;
0.004192;0.010044;0.005367;1.282553;
0.003763;0.009662;0.005359;1.292626;
0.004229;0.010373;0.005696;1.302337;
0.003797;0.010562;0.006309;1.312742;
0.003820;0.009729;0.005378;1.323339;
0.004209;0.010149;0.005374;1.333099;
0.003880;0.009727;0.005338;1.343284;
0.004215;0.010120;0.005407;1.353038;
0.003766;0.010526;0.006315;1.363203;
0.003761;0.009632;0.005312;1.373760;
0.004275;0.010147;0.005375;1.383420;
0.003791;0.009587;0.005346;1.393598;
0.004367;0.010168;0.005341;1.403212;
0.003763;0.010564;0.006309;1.413411;
0.003826;0.009656;0.005312;1.424006;
0.004320;0.010176;0.005396;1.433689;
0.003804;0.009694;0.005301;1.443893;
0.004195;0.010052;0.005324;1.453615;
0.003738;0.010466;0.006299;1.463699;
0.003754;0.009571;0.005396;1.474194;
0.004374;0.010122;0.005337;1.483793;
0.003738;0.009641;0.005337;1.493944;
0.004251;0.010029;0.005330;1.503613;
0.003766;0.010527;0.006283;1.513669;
0.003873;0.009742;0.005356;1.524223;
0.004231;0.010109;0.005407;1.533992;
0.003770;0.009606;0.005289;1.544130;
0.004236;0.010100;0.005312;1.553763;
0.003804;0.010574;0.006265;1.563895;
0.003690;0.009517;0.005312;1.574497;
0.004323;0.010072;0.005289;1.584042;
0.003845;0.009757;0.005367;1.594142;
